-1.5	-0.67	0	0.42	0.53
-1.41	-0.62	0	0.39	0.47
-1.21	-0.53	0	0.31	0.34
-0.91	-0.38	0	0.2	    0.15
-0.55	-0.21	0	0.07	-0.07
-0.1	0	    0	-0.1	-0.34
0.38	0.23	0	-0.27	-0.63
0.83	0.44	0	-0.44	-0.9
1.2	    0.62	0	-0.57	-1.12
1.51	0.76	0	-0.68	-1.3
1.72	0.86	0	-0.75	-1.41
1.81	0.9	    0	-0.79	-1.47
1.81	0.9	    0	-0.78	-1.46
1.72	0.86	0	-0.75	-1.42
1.51	0.76	0	-0.68	-1.3
1.2	    0.62	0	-0.57	-1.13
0.83	0.44	0	-0.44	-0.91
0.38	0.23	0	-0.27	-0.63
-0.1	0	    0	-0.1	-0.35
-0.54	-0.21	0	0.06	-0.08
-0.91	-0.38	0	0.2	    0.15
-1.21	-0.53	0	0.31	0.34
-1.41	-0.63	0	0.39	0.47
-1.51	-0.67	0	0.42	0.54
