1.1     0.77	0.4     0.14	-0.21	-0.46	0
1.03	0.67	0.29	0.03	-0.28	-0.49	0
1.38	0.99	0.6     0.32	-0.06	-0.33	0
0.1     -0.23	-0.58	-0.87	-1.18	-1.43	0
0.73	0.36	-0.04	-0.33	-0.64	-0.9	0
1.49	0.92	0.52	0.07	-0.18	-0.38	0
1.63	1.08	0.62	0.24	0.09	-0.07	0
1.72	1.25	0.86	0.57	0.46	0.31	0
0.72	0.43	0.19	0.12	0.15	0.14	0
0.56	0.32	0.26	0.21	0.27	0.31	0
-1.46	-1.63	-1.77	-1.74	-1.67	-1.56	0
1.1	    0.84	0.67	0.59	0.64	0.69	0
0.84	0.6	    0.5	    0.47	0.52	0.61	0
0.5     0.19	0.04	0.05	0.02	0.06	0
0.13	-0.09	-0.25	-0.16	-0.11	0	    0
0.6	    0.43	0.24	0.26	0.33	0.42	0
0.53	0.2	    -0.08	-0.09	-0.1	-0.05	0
1.39	0.86	0.5	    0.18	0.06	0	    0
0.59	0.04	-0.42	-0.77	-0.97	-1.13	0
1.63	0.97	0.6	    0.2	    -0.1	-0.28	0
1.3	    0.84	0.51	0.15	-0.16	-0.4	0
1.01	0.65	0.3	    0.06	-0.26	-0.55	0
0.21	-0.18	-0.49	-0.8	-1.21	-1.52	0
0.62	0.25	-0.08	-0.37	-0.69	-0.93	0
0.6	    0.34	0.04	-0.24	-0.55	-0.79	0
0.94	0.72	0.44	0.28	-0.02	-0.25	0
1.45	1.15	0.79	0.58	0.29	0.02	0
0.84	0.67	0.31	0.05	-0.18	-0.42	0
0.29	0.02	-0.28	-0.53	-0.93	-1.18	0
0.68	0.42	0	    -0.28	-0.57	-0.9	0
1.37	1.09	0.63	0.22	-0.15	-0.52	0
1.78	1.34	1.03	0.62	0.21	-0.15	0
1.95	1.38	1	    0.51	0.12	-0.3	0
1.65	1.11	0.73	0.2	    -0.06	-0.39	0
1.35	0.79	0.33	-0.2	-0.42	-0.69	0
1.26	0.74	0.39	-0.13	-0.26	-0.49	0
1.06	0.65	0.13	-0.3	-0.45	-0.64	0
0.43	0.13	-0.31	-0.65	-0.72	-0.84	0
0.68	0.42	0.09	-0.1	-0.07	-0.07	0
0.25	0.11	-0.15	-0.25	-0.13	-0.05	0
-0.24	-0.35	-0.4	-0.36	-0.17	0.06	0
0.09	0.09	0	    0.09	0.25	0.49	0
-0.38	-0.47	-0.42	-0.34	-0.09	0.16	0
0.73	0.76	0.77	0.74	0.91	1.11	0
-0.08	-0.1	-0.05	0.09	0.23	0.4	    0
0.37	0.41	0.33	0.41	0.53	0.59	0
0.41	0.52	0.4	    0.48	0.59	0.74	0
1.01	1.02	0.9 	0.88	0.93	1.05	0
0.76	0.69	0.6	    0.65	0.8	    0.93	0
1.3	    1.2	    1.06	1.12	1.15	1.34	0
1.12	1.1	    1.02	1.12	1.27	1.45	0
1.31	1.15	0.99	1.14	1.22	1.43	0
0.21	0.16	0	    0.23	0.44	0.66	0
1.36	1.31	1.21	1.38	1.58	1.81	0
0.87	0.78	0.7	    0.87	1.09	1.42	0
0.85	0.71	0.65	0.75	0.93	1.17	0
