-1.502	-0.668	0.000	0.422	0.531
-1.412	-0.624	0.000	0.387	0.471
-1.208	-0.527	0.000	0.310	0.340
-0.907	-0.383	0.000	0.197	0.151
-0.549	-0.213	0.000	0.066	-0.069
-0.096	0.002	0.000	-0.100	-0.342
0.376	0.225	0.000	-0.272	-0.628
0.826	0.438	0.000	-0.436	-0.899
1.202	0.615	0.000	-0.572	-1.123
1.507	0.758	0.000	-0.680	-1.298
1.715	0.855	0.000	-0.752	-1.413
1.811	0.900	0.000	-0.786	-1.466
1.807	0.898	0.000	-0.784	-1.464
1.715	0.855	0.000	-0.753	-1.415
1.508	0.759	0.000	-0.681	-1.300
1.202	0.615	0.000	-0.572	-1.125
0.834	0.442	0.000	-0.439	-0.905
0.377	0.226	0.000	-0.273	-0.629
-0.095	0.002	0.000	-0.101	-0.345
-0.540	-0.209	0.000	0.062	-0.075
-0.907	-0.383	0.000	0.197	0.150
-1.207	-0.526	0.000	0.309	0.339
-1.414	-0.626	0.000	0.388	0.474
-1.508	-0.671	0.000	0.424	0.535
-2.578	-1.202	0.000	0.884	1.387
-2.501	-1.168	0.000	0.863	1.362
-2.244	-1.041	0.000	0.755	1.164
-1.936	-0.893	0.000	0.637	0.963
-1.406	-0.643	0.000	0.449	0.657
-0.484	-0.204	0.000	0.107	0.085
0.539	0.280	0.000	-0.266	-0.531
1.454	0.709	0.000	-0.588	-1.047
2.019	0.978	0.000	-0.799	-1.405
2.385	1.144	0.000	-0.914	-1.569
2.593	1.236	0.000	-0.973	-1.646
2.724	1.300	0.000	-1.026	-1.742
2.723	1.301	0.000	-1.030	-1.753
2.612	1.246	0.000	-0.983	-1.666
2.377	1.142	0.000	-0.916	-1.581
2.045	0.989	0.000	-0.804	-1.405
1.480	0.721	0.000	-0.596	-1.059
0.569	0.294	0.000	-0.275	-0.543
-0.442	-0.183	0.000	0.088	0.050
-1.376	-0.628	0.000	0.435	0.632
-1.891	-0.869	0.000	0.614	0.917
-2.268	-1.054	0.000	0.767	1.189
-2.487	-1.163	0.000	0.861	1.361
-2.589	-1.209	0.000	0.891	1.403
-2.890	-1.368	0.000	1.051	1.732
-3.047	-1.449	0.000	1.126	1.882
-2.894	-1.377	0.000	1.072	1.793
-3.280	-1.582	0.000	1.274	2.208
-2.615	-1.240	0.000	0.957	1.587
-2.684	-1.271	0.000	0.979	1.620
-2.247	-1.054	0.000	0.791	1.271
-2.377	-1.123	0.000	0.860	1.415
-2.048	-0.968	0.000	0.743	1.224
-2.330	-1.120	0.000	0.901	1.557
-1.315	-0.623	0.000	0.483	0.805
-0.800	-0.377	0.000	0.290	0.480
-0.046	-0.016	0.000	0.002	-0.014
0.665	0.316	0.000	-0.240	-0.393
1.192	0.564	0.000	-0.429	-0.700
2.076	0.962	0.000	-0.693	-1.058
1.985	0.941	0.000	-0.725	-1.201
2.332	1.105	0.000	-0.850	-1.405
2.294	1.095	0.000	-0.863	-1.464
2.670	1.259	0.000	-0.960	-1.569
2.618	1.234	0.000	-0.941	-1.540
3.085	1.422	0.000	-1.018	-1.543
2.886	1.353	0.000	-1.019	-1.645
3.044	1.426	0.000	-1.073	-1.729
2.945	1.388	0.000	-1.060	-1.739
3.048	1.428	0.000	-1.074	-1.730
2.888	1.354	0.000	-1.020	-1.645
3.087	1.422	0.000	-1.017	-1.541
2.620	1.235	0.000	-0.942	-1.542
2.673	1.261	0.000	-0.962	-1.576
2.296	1.097	0.000	-0.865	-1.468
2.337	1.107	0.000	-0.853	-1.410
1.985	0.942	0.000	-0.727	-1.205
2.070	0.960	0.000	-0.693	-1.061
1.203	0.569	0.000	-0.434	-0.710
0.692	0.329	0.000	-0.251	-0.411
-0.026	-0.006	0.000	-0.006	-0.028
-0.772	-0.364	0.000	0.280	0.462
-1.306	-0.619	0.000	0.480	0.799
-2.339	-1.125	0.000	0.904	1.564
-2.049	-0.969	0.000	0.743	1.224
-2.372	-1.120	0.000	0.858	1.409
-2.246	-1.054	0.000	0.790	1.269
-2.684	-1.272	0.000	0.980	1.621
-2.612	-1.239	0.000	0.956	1.584
-3.276	-1.579	0.000	1.271	2.201
-2.891	-1.376	0.000	1.070	1.790
-3.043	-1.447	0.000	1.125	1.879
-3.395	-1.635	0.000	1.311	2.264
-3.447	-1.658	0.000	1.326	2.283
-3.545	-1.713	0.000	1.388	2.419
-3.680	-1.784	0.000	1.456	2.558
-3.543	-1.710	0.000	1.380	2.396
-3.453	-1.653	0.000	1.309	2.230
-3.265	-1.566	0.000	1.245	2.132
-3.100	-1.485	0.000	1.179	2.014
-2.981	-1.437	0.000	1.161	2.019
-2.755	-1.336	0.000	1.098	1.941
-1.954	-0.950	0.000	0.788	1.403
-1.148	-0.560	0.000	0.469	0.843
-0.151	-0.089	0.000	0.111	0.260
0.861	0.391	0.000	-0.259	-0.351
1.608	0.736	0.000	-0.505	-0.725
2.372	1.089	0.000	-0.761	-1.119
2.684	1.244	0.000	-0.895	-1.368
2.913	1.360	0.000	-1.005	-1.585
3.090	1.439	0.000	-1.059	-1.660
3.319	1.546	0.000	-1.139	-1.790
3.342	1.542	0.000	-1.106	-1.683
3.432	1.572	0.000	-1.105	-1.637
3.373	1.552	0.000	-1.107	-1.671
3.359	1.555	0.000	-1.130	-1.747
3.302	1.527	0.000	-1.107	-1.706
3.360	1.555	0.000	-1.130	-1.747
3.373	1.552	0.000	-1.107	-1.671
3.432	1.572	0.000	-1.105	-1.637
3.343	1.543	0.000	-1.107	-1.685
3.320	1.547	0.000	-1.140	-1.793
3.093	1.441	0.000	-1.060	-1.665
2.917	1.362	0.000	-1.007	-1.590
2.690	1.247	0.000	-0.899	-1.375
2.378	1.093	0.000	-0.765	-1.127
1.619	0.741	0.000	-0.510	-0.735
0.874	0.398	0.000	-0.264	-0.363
-0.137	-0.082	0.000	0.105	0.249
-1.136	-0.553	0.000	0.464	0.834
-1.944	-0.945	0.000	0.783	1.394
-2.750	-1.334	0.000	1.096	1.937
-2.976	-1.434	0.000	1.159	2.013
-3.098	-1.483	0.000	1.178	2.011
-3.263	-1.564	0.000	1.244	2.129
-3.451	-1.652	0.000	1.308	2.227
-3.543	-1.709	0.000	1.379	2.394
-3.680	-1.783	0.000	1.455	2.556
-3.546	-1.714	0.000	1.387	2.418
-3.445	-1.657	0.000	1.325	2.281
-3.093	-1.500	0.000	1.224	2.153
-3.274	-1.583	0.000	1.284	2.242
-3.579	-1.763	0.000	1.495	2.721
-3.897	-1.920	0.000	1.630	2.971
-3.664	-1.799	0.000	1.517	2.748
-3.494	-1.672	0.000	1.323	2.251
-3.046	-1.470	0.000	1.189	2.071
-3.046	-1.460	0.000	1.163	1.992
-3.260	-1.604	0.000	1.364	2.487
-3.306	-1.633	0.000	1.401	2.577
-2.513	-1.250	0.000	1.094	2.045
-1.283	-0.633	0.000	0.547	1.012
-0.204	-0.125	0.000	0.162	0.385
0.898	0.400	0.000	-0.246	-0.295
1.874	0.828	0.000	-0.503	-0.590
2.637	1.183	0.000	-0.764	-0.998
2.703	1.223	0.000	-0.817	-1.126
2.863	1.341	0.000	-0.999	-1.591
2.840	1.319	0.000	-0.962	-1.494
3.391	1.582	0.000	-1.172	-1.855
3.254	1.468	0.000	-0.983	-1.359
3.441	1.542	0.000	-1.012	-1.355
3.218	1.446	0.000	-0.960	-1.309
3.191	1.471	0.000	-1.057	-1.613
3.008	1.384	0.000	-0.991	-1.504
3.190	1.471	0.000	-1.057	-1.613
3.218	1.446	0.000	-0.960	-1.311
3.442	1.543	0.000	-1.013	-1.358
3.256	1.469	0.000	-0.984	-1.362
3.393	1.584	0.000	-1.174	-1.858
2.845	1.322	0.000	-0.964	-1.499
2.869	1.344	0.000	-1.002	-1.597
2.710	1.227	0.000	-0.821	-1.133
2.645	1.188	0.000	-0.768	-1.006
1.884	0.833	0.000	-0.508	-0.599
0.909	0.405	0.000	-0.251	-0.304
-0.192	-0.119	0.000	0.156	0.375
-1.273	-0.628	0.000	0.542	1.002
-2.503	-1.245	0.000	1.089	2.036
-3.298	-1.628	0.000	1.398	2.569
-3.253	-1.600	0.000	1.360	2.480
-3.041	-1.457	0.000	1.160	1.987
-3.042	-1.468	0.000	1.187	2.067
-3.492	-1.671	0.000	1.322	2.249
-3.664	-1.799	0.000	1.517	2.747
-3.897	-1.920	0.000	1.630	2.970
-3.581	-1.763	0.000	1.495	2.721
-3.276	-1.584	0.000	1.284	2.243
-2.916	-1.397	0.000	1.105	1.884
-3.014	-1.447	0.000	1.152	1.975
-3.120	-1.501	0.000	1.202	2.074
-3.301	-1.591	0.000	1.280	2.218
-3.073	-1.467	0.000	1.153	1.951
-3.061	-1.447	0.000	1.108	1.823
-2.879	-1.354	0.000	1.022	1.655
-2.942	-1.391	0.000	1.068	1.760
-2.956	-1.410	0.000	1.110	1.878
-2.770	-1.337	0.000	1.087	1.900
-1.942	-0.942	0.000	0.777	1.377
-1.124	-0.550	0.000	0.468	0.853
-0.163	-0.090	0.000	0.105	0.236
0.774	0.351	0.000	-0.229	-0.303
1.584	0.733	0.000	-0.519	-0.776
2.416	1.123	0.000	-0.812	-1.249
2.768	1.306	0.000	-0.988	-1.603
2.912	1.387	0.000	-1.081	-1.811
2.964	1.417	0.000	-1.120	-1.905
3.140	1.489	0.000	-1.154	-1.922
3.093	1.450	0.000	-1.091	-1.759
3.240	1.499	0.000	-1.089	-1.683
3.125	1.449	0.000	-1.061	-1.656
3.074	1.430	0.000	-1.056	-1.667
3.012	1.405	0.000	-1.047	-1.669
3.074	1.429	0.000	-1.057	-1.668
3.125	1.449	0.000	-1.061	-1.658
3.241	1.500	0.000	-1.090	-1.686
3.095	1.451	0.000	-1.092	-1.763
3.144	1.491	0.000	-1.156	-1.926
2.969	1.420	0.000	-1.122	-1.910
2.919	1.390	0.000	-1.084	-1.817
2.777	1.310	0.000	-0.992	-1.610
2.425	1.128	0.000	-0.816	-1.256
1.594	0.738	0.000	-0.523	-0.785
0.785	0.356	0.000	-0.233	-0.312
-0.153	-0.085	0.000	0.100	0.227
-1.113	-0.545	0.000	0.463	0.843
-1.932	-0.936	0.000	0.772	1.367
-2.760	-1.332	0.000	1.082	1.891
-2.947	-1.405	0.000	1.106	1.871
-2.936	-1.388	0.000	1.064	1.753
-2.875	-1.352	0.000	1.020	1.651
-3.060	-1.446	0.000	1.108	1.821
-3.072	-1.467	0.000	1.153	1.950
-3.302	-1.591	0.000	1.280	2.218
-3.121	-1.502	0.000	1.203	2.075
-3.016	-1.448	0.000	1.153	1.976
-2.369	-1.133	0.000	0.893	1.514
-2.514	-1.217	0.000	0.989	1.729
-2.441	-1.172	0.000	0.934	1.602
-2.699	-1.314	0.000	1.083	1.921
-2.582	-1.242	0.000	0.993	1.711
-2.932	-1.433	0.000	1.194	2.139
-2.621	-1.257	0.000	0.999	1.711
-2.865	-1.393	0.000	1.146	2.031
-2.393	-1.131	0.000	0.865	1.421
-2.590	-1.235	0.000	0.968	1.634
-2.391	-1.114	0.000	0.818	1.283
-2.377	-1.112	0.000	0.828	1.318
-2.198	-1.010	0.000	0.713	1.064
-2.459	-1.151	0.000	0.860	1.374
-2.420	-1.130	0.000	0.838	1.329
-2.721	-1.300	0.000	1.027	1.746
-2.590	-1.225	0.000	0.944	1.563
-2.840	-1.385	0.000	1.154	2.067
-2.419	-1.164	0.000	0.940	1.634
-2.394	-1.183	0.000	1.020	1.885
-1.828	-0.888	0.000	0.738	1.319
-1.610	-0.802	0.000	0.708	1.334
-1.073	-0.528	0.000	0.456	0.841
-0.696	-0.358	0.000	0.345	0.694
-0.179	-0.098	0.000	0.111	0.248
0.226	0.080	0.000	0.005	0.127
0.684	0.308	0.000	-0.194	-0.243
1.086	0.480	0.000	-0.288	-0.329
1.449	0.670	0.000	-0.473	-0.707
1.836	0.828	0.000	-0.541	-0.722
2.112	0.990	0.000	-0.733	-1.158
2.404	1.107	0.000	-0.779	-1.156
2.496	1.192	0.000	-0.934	-1.573
2.569	1.215	0.000	-0.927	-1.518
2.510	1.216	0.000	-0.990	-1.734
2.560	1.235	0.000	-0.998	-1.735
2.472	1.212	0.000	-1.021	-1.847
2.547	1.227	0.000	-0.992	-1.725
2.624	1.266	0.000	-1.028	-1.797
2.644	1.245	0.000	-0.951	-1.558
2.560	1.217	0.000	-0.954	-1.609
