2.136	1.633	-0.073	-0.996	-1.839	-2.895	-13.865
4.214	3.170	0.400	-1.968	-3.217	-2.809	-13.865
2.304	1.589	0.126	-1.226	-1.788	-2.646	-13.865
2.336	1.895	0.157	-0.961	-1.018	-2.205	-13.865
1.523	1.443	-0.112	-1.064	-0.742	-1.785	-13.865
1.223	1.058	-0.153	-0.723	-0.943	-1.169	-13.865
0.966	0.564	-0.244	-0.668	-1.075	-0.508	-13.865
1.139	0.467	0.002	-0.166	-1.125	0.416	-13.865
0.531	-0.388	0.010	-0.735	-0.671	0.733	-13.865
0.684	-0.325	-0.001	-0.329	0.356	1.191	-13.865
0.493	-0.331	0.034	-0.284	0.933	1.464	-13.865
0.651	-0.281	0.134	-0.200	1.153	1.633	-13.865
0.813	0.069	0.234	-0.059	0.961	1.589	-13.865
0.640	-0.191	0.050	-0.219	0.685	1.305	-13.865
0.768	0.085	0.129	-0.527	0.474	1.202	-13.865
0.868	-0.029	0.191	-0.469	0.335	2.903	-13.865
1.064	0.336	0.118	-0.370	-0.166	0.704	-13.865
1.243	0.361	0.051	-0.721	-0.420	-0.243	-13.865
1.696	0.589	0.167	-0.559	-0.737	-0.581	-13.865
2.120	1.347	0.448	-0.411	-0.961	-1.322	-13.865
2.229	1.237	0.287	-0.693	-1.085	-1.542	-13.865
2.136	1.730	0.330	-0.835	-1.386	-2.381	-13.865
1.875	1.615	-0.086	-1.383	-2.024	-2.879	-13.865
2.319	1.920	0.193	-1.022	-1.896	-2.832	-13.865
2.561	3.262	0.185	-1.470	-2.385	-3.886	-5.247
4.737	4.860	0.575	-2.711	-5.013	-3.569	-5.247
2.276	2.406	0.092	-1.030	-2.390	-3.140	-5.247
2.296	1.946	0.329	-1.111	-1.636	-2.675	-5.247
2.040	1.723	0.040	-0.773	-1.211	-2.286	-5.247
1.792	1.128	-0.012	-0.809	-0.968	-1.535	-5.247
1.303	0.745	0.106	-0.253	-0.395	-0.471	-5.247
0.623	0.097	0.034	-0.770	-0.055	0.350	-5.247
1.106	0.480	0.210	0.012	0.999	1.203	-5.247
0.860	0.032	0.554	-0.067	1.902	1.928	-5.247
1.101	-0.338	0.466	0.439	1.571	2.527	-5.247
0.872	-0.324	0.469	0.569	1.267	2.701	-5.247
0.724	-0.551	0.390	0.116	1.521	2.697	-5.247
0.463	-0.946	0.104	-0.009	1.182	2.006	-5.247
0.852	-0.609	0.209	0.069	0.928	2.075	-5.247
0.581	0.120	0.105	-0.181	0.639	1.175	-5.247
0.363	-0.302	0.233	-0.257	0.185	1.493	-5.247
1.648	0.538	0.327	-0.126	-0.299	-0.050	-5.247
2.082	0.876	-0.053	-0.815	-0.936	-1.445	-5.247
2.915	0.322	0.297	-0.780	-1.220	0.189	-5.247
2.305	1.616	0.187	-1.449	-2.142	-2.685	-5.247
2.486	1.950	0.121	-0.975	-1.863	-3.294	-5.247
2.833	2.429	0.331	-1.320	-2.130	-2.499	-5.247
2.711	2.444	0.134	-1.387	-2.379	-3.930	-5.247
2.624	3.215	0.327	-1.450	-2.252	-4.120	0.619
3.062	3.404	0.217	-1.461	-2.640	-4.253	0.619
3.532	3.872	0.468	-1.386	-2.586	-4.062	0.619
6.036	6.138	0.430	-3.589	-5.988	-4.577	0.619
3.376	3.813	0.460	-1.225	-2.499	-3.704	0.619
