1.971	0.294	0.212	-1.003	-2.088	-3.085	-13.865
2.121	0.179	-0.060	-0.795	-2.200	-2.735	-13.865
1.619	-0.289	-0.211	-1.140	-2.451	-2.821	-13.865
2.685	0.686	1.160	0.087	-0.785	-1.066	-13.865
2.308	0.421	0.447	-0.184	-0.877	-1.203	-13.865
2.283	0.301	0.100	-0.180	-0.605	-0.464	-13.865
1.107	-0.640	-0.336	-0.057	-0.361	-0.298	-13.865
0.605	-0.902	-0.179	-0.120	-0.363	0.045	-13.865
1.075	-0.504	0.406	0.258	0.320	0.932	-13.865
1.134	-0.251	0.523	0.554	0.565	0.817	-13.865
0.460	-0.863	0.659	-0.006	0.191	0.924	-13.865
0.658	-1.088	0.131	-0.211	0.275	1.156	-13.865
0.570	-0.784	-0.276	-0.188	0.616	1.219	-13.865
1.211	-0.428	0.035	0.183	0.922	1.246	-13.865
0.991	-0.381	0.037	0.096	0.511	0.803	-13.865
1.413	0.130	0.574	0.233	0.600	0.599	-13.865
0.982	0.071	0.224	-0.383	-0.217	-0.310	-13.865
1.218	1.205	0.267	0.023	-0.358	-0.574	-13.865
1.042	0.226	-0.182	-0.604	-1.108	-1.353	-13.865
1.368	0.213	0.034	-0.694	-1.079	-1.966	-13.865
1.551	0.426	0.001	-1.014	-1.463	-2.233	-13.865
1.933	0.697	0.044	-0.804	-1.601	-2.171	-13.865
1.009	-0.107	-0.629	-1.721	-2.853	-3.642	-13.865
1.820	0.467	-0.312	-1.488	-2.235	-3.113	-13.865
1.894	0.261	-0.208	-1.674	-3.082	-4.320	-5.247
2.426	0.857	0.405	-1.009	-2.520	-3.488	-5.247
2.171	0.265	-0.042	-1.334	-2.703	-3.640	-5.247
2.200	0.506	-0.011	-1.088	-2.045	-2.862	-5.247
1.792	0.170	-0.145	-1.009	-1.852	-2.382	-5.247
1.623	-0.044	-0.351	-0.796	-1.362	-1.610	-5.247
0.924	-0.342	-0.357	-0.407	-0.534	-0.686	-5.247
0.423	-0.666	-0.251	-0.059	-0.022	0.178	-5.247
0.617	-0.644	0.075	0.344	0.509	1.113	-5.247
0.346	-0.985	0.270	0.232	0.724	1.466	-5.247
0.663	-0.893	0.299	0.197	0.964	1.978	-5.247
0.601	-0.954	-0.091	0.205	0.794	2.108	-5.247
0.568	-0.702	-0.031	0.413	1.176	2.143	-5.247
0.705	-0.578	0.071	0.071	0.935	2.028	-5.247
0.524	-0.576	-0.110	-0.019	0.769	1.477	-5.247
0.608	-0.601	-0.069	-0.188	0.451	0.788	-5.247
0.946	-0.040	0.215	-0.253	0.277	0.428	-5.247
0.832	-0.268	-0.266	-0.591	-0.548	-0.694	-5.247
1.179	0.002	-0.324	-0.633	-1.127	-1.544	-5.247
1.596	0.386	-0.121	-0.995	-1.335	-2.078	-5.247
1.626	0.458	0.146	-1.150	-1.682	-2.839	-5.247
1.937	0.686	0.090	-1.259	-2.181	-3.496	-5.247
1.959	0.327	-0.207	-1.627	-2.898	-4.090	-5.247
2.439	0.838	0.237	-1.300	-2.579	-3.834	-5.247
2.793	1.559	0.459	-1.270	-2.885	-4.406	0.619
2.823	1.463	0.447	-1.308	-2.881	-4.496	0.619
2.914	1.487	0.740	-1.222	-2.716	-4.277	0.619
3.030	1.535	0.578	-1.302	-2.929	-4.366	0.619
2.793	1.276	0.510	-1.168	-2.653	-3.734	0.619
2.814	1.359	0.441	-1.071	-2.450	-3.589	0.619
2.717	1.217	0.506	-0.744	-1.887	-2.920	0.619
2.213	0.700	0.058	-1.113	-2.193	-3.281	0.619
2.452	0.904	0.323	-0.801	-1.690	-2.599	0.619
2.293	0.572	0.000	-1.002	-2.103	-3.062	0.619
2.007	0.205	-0.153	-0.794	-1.426	-2.349	0.619
1.934	0.324	0.025	-0.537	-1.183	-1.557	0.619
1.639	0.377	0.252	-0.232	-0.748	-0.743	0.619
1.143	0.029	0.134	-0.048	-0.261	-0.368	0.619
1.206	0.008	0.447	0.319	0.262	0.397	0.619
0.505	-0.537	0.034	0.268	0.279	0.592	0.619
1.132	-0.028	0.633	0.727	1.011	1.347	0.619
0.773	-0.454	0.424	0.562	0.941	1.525	0.619
0.503	-0.721	0.283	0.398	0.913	1.529	0.619
0.049	-1.042	0.141	0.368	0.929	1.845	0.619
0.340	-0.740	0.355	0.463	1.121	2.212	0.619
0.339	-0.905	0.083	0.410	1.371	2.760	0.619
0.811	-0.720	0.379	0.710	1.529	2.973	0.619
0.413	-0.857	0.129	0.512	1.264	2.884	0.619
0.414	-0.739	0.024	0.510	1.156	2.765	0.619
0.310	-0.856	-0.155	0.339	1.068	2.692	0.619
0.590	-0.654	0.264	0.546	1.249	2.777	0.619
0.776	-0.452	0.133	0.642	1.633	3.011	0.619
0.514	-0.385	0.198	0.424	1.388	2.316	0.619
0.241	-0.820	-0.333	0.004	0.932	1.746	0.619
1.072	-0.095	0.600	0.490	1.401	1.878	0.619
0.384	-0.680	0.211	-0.144	0.643	1.130	0.619
0.267	-0.523	-0.022	-0.012	0.492	0.810	0.619
0.695	-0.309	0.188	-0.011	0.796	0.856	0.619
1.217	0.385	0.600	0.497	0.894	0.758	0.619
0.980	0.053	0.104	0.048	0.095	-0.194	0.619
1.029	-0.239	-0.303	-0.523	-0.696	-1.052	0.619
1.244	-0.157	-0.319	-0.901	-1.184	-1.869	0.619
1.659	0.181	-0.124	-0.806	-1.017	-2.090	0.619
2.314	0.597	0.117	-0.893	-1.461	-2.829	0.619
2.433	0.823	0.503	-0.458	-1.112	-2.516	0.619
1.899	0.587	0.160	-1.101	-1.961	-3.203	0.619
2.287	1.306	0.633	-0.618	-1.600	-2.802	0.619
2.294	1.039	0.436	-0.968	-2.161	-3.585	0.619
2.860	1.367	0.694	-0.863	-2.003	-3.452	0.619
2.496	0.741	-0.346	-1.955	-3.492	-5.104	0.619
2.155	0.646	-0.162	-2.000	-3.360	-4.947	0.619
2.363	0.796	-0.122	-1.819	-3.479	-4.944	0.619
3.000	1.315	0.080	-1.845	-3.671	-5.487	5.121
2.628	1.264	0.127	-1.829	-3.785	-5.403	5.121
2.829	1.442	0.409	-1.723	-3.626	-5.412	5.121
